DATASET	N_CONFS	ISOMERIC_SMILES	NONISOMERIC_SMILES
pepconf-dlc	516	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CC3=CNC=N3)C(=O)N
pepconf-dlc	179	CC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	214	CC(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N	CC(=O)NC(CCCNC(=[NH2+])N)C(=O)NC(Cc1ccc(cc1)O)C(=O)N
pepconf-dlc	232	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N[C@@H](CC4=CNC=N4)C(=O)N[C@@H](CC5=CNC=N5)C(=O)N[C@@H](CC6=CNC=N6)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC3=CNC=N3)C(=O)NC(CC4=CNC=N4)C(=O)NC(CC5=CNC=N5)C(=O)NC(CC6=CNC=N6)C(=O)N
pepconf-dlc	574	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCC(=O)N)C(=O)NC(CC3=CNC=N3)C(=O)N
pepconf-dlc	463	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CNC=N2)C(=O)N
pepconf-dlc	98	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CNC=N2)C(=O)N3CCC[C@H]3C(=O)N	CC(=O)N1CCCC1C(=O)NC(CC2=CNC=N2)C(=O)N3CCCC3C(=O)N
pepconf-dlc	793	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCC(=O)O)C(=O)NC(Cc3ccc(cc3)O)C(=O)N
pepconf-dlc	153	CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N	CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc2ccc(cc2)O)C(=O)N
pepconf-dlc	174	CC(C)[C@@H](C(=O)N)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CC(=O)[O-])C(=O)N)NC(=O)[C@H](C(C)C)NC(=O)C)NC(=O)[C@H](CC1=CNC=N1)NC(=O)C	CC(C)C(C(=O)N)NC(=O)C(CSSCC(C(=O)NC(CC(=O)[O-])C(=O)N)NC(=O)C(C(C)C)NC(=O)C)NC(=O)C(CC1=CNC=N1)NC(=O)C
pepconf-dlc	3009	CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)C)C(=O)NCC(=O)N	CC(=O)NC(Cc1ccccc1)C(=O)NC(CSSCC(C(=O)NCC(=O)N)NC(=O)C(Cc2ccccc2)NC(=O)C)C(=O)NCC(=O)N
pepconf-dlc	725	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CNc3c2cccc3)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CC2=CNc3c2cccc3)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	215	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	441	CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N)NC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)C	CC(C)CC(C(=O)NC(Cc1ccc(cc1)O)C(=O)N)NC(=O)C(Cc2ccc(cc2)O)NC(=O)C
pepconf-dlc	160	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC(C)C)CC(C)C)CC(C)C)CC(C)C	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC(C)C)CC(C)C)CC(C)C)CC(C)C
pepconf-dlc	456	CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)C	CC(C)CC(C(=O)N)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(Cc2ccc(cc2)O)NC(=O)C
pepconf-dlc	41	C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N)NC(=O)C	CC(C)C(C(=O)N)NC(=O)C(C)NC(=O)C
pepconf-dlc	529	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC4=CNC=N4)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)N3CCCC3C(=O)NC(CC4=CNC=N4)C(=O)N
pepconf-dlc	246	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CNc4c3cccc4)C(=O)N[C@@H](Cc5ccccc5)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)N2CCCC2C(=O)NC(CC3=CNc4c3cccc4)C(=O)NC(Cc5ccccc5)C(=O)N
pepconf-dlc	83	CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(=O)N)C(=O)N	CC(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)N)C(=O)N
pepconf-dlc	203	CC[C@H](C)[C@@H](C(=O)N)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CC1=CNC=N1)C(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)C	CCC(C)C(C(=O)N)NC(=O)C(CSSCC(C(=O)NC(CC1=CNC=N1)C(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C)NC(=O)C(Cc2ccccc2)NC(=O)C
pepconf-dlc	344	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(=O)N)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CC2=CNC=N2)C(=O)NC(CO)C(=O)NC(CCCNC(=[NH2+])N)C(=O)NC(CC(=O)N)C(=O)N
pepconf-dlc	448	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CNC=N3)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)N2CCCC2C(=O)NC(CC3=CNC=N3)C(=O)N
pepconf-dlc	713	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CC3=CNC=N3)C(=O)N
pepconf-dlc	57	CC(C)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)C(C)C)CC(C)C)Cc3ccccc3)CO	CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)N)C(C)C)CC(C)C)Cc3ccccc3)CO
pepconf-dlc	107	C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N)NC(=O)C	CC(C)CC(C(=O)N)NC(=O)C(C)NC(=O)C
pepconf-dlc	48	C[C@H]([C@@H](C(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)C)O	CC(C(C(=O)N)NC(=O)C(C(C)O)NC(=O)C)O
pepconf-dlc	354	CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@H](CC(C)C)NC(=O)C	CC(C)CC(C(=O)N)NC(=O)C(Cc1ccc(cc1)O)NC(=O)C(CC(C)C)NC(=O)C
pepconf-dlc	161	CC(C)[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N)NC(=O)C	CC(C)C(C(=O)NC(Cc1ccc(cc1)O)C(=O)N)NC(=O)C
pepconf-dlc	629	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCC(=O)N)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	51	C[C@H]([C@@H](C(=O)N)NC(=O)CNC(=O)C)O	CC(C(C(=O)N)NC(=O)CNC(=O)C)O
pepconf-dlc	661	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CC2=CNc3c2cccc3)C(=O)N[C@@H](Cc4ccc(cc4)O)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CC2=CNc3c2cccc3)C(=O)NC(Cc4ccc(cc4)O)C(=O)N
pepconf-dlc	353	CC(C)C[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CNC=N2)C(=O)N)NC(=O)C	CC(C)CC(C(=O)N1CCCC1C(=O)NC(CC2=CNC=N2)C(=O)N)NC(=O)C
pepconf-dlc	495	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N)NC(=O)C)C(=O)N[C@@H](CO)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CSSCC(C(=O)N2CCCC2C(=O)N)NC(=O)C)C(=O)NC(CO)C(=O)N
pepconf-dlc	233	CC(C)C[C@@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)C	CC(C)CC(C(=O)N)NC(=O)C1CCCN1C(=O)C(CC(C)C)NC(=O)C
pepconf-dlc	92	CC[C@H](C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N)NC(=O)C	CCC(C)C(C(=O)NC(C(C)C)C(=O)N)NC(=O)C
pepconf-dlc	209	CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N)NC(=O)C	CCC(C)C(C(=O)NC(CC1=CNc2c1cccc2)C(=O)N)NC(=O)C
pepconf-dlc	359	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CC3=CNC=N3)C(=O)N)NC(=O)C
pepconf-dlc	140	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	62	CC(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CS)C(=O)N	CC(=O)NC(CC(=O)[O-])C(=O)NC(CS)C(=O)N
pepconf-dlc	299	CC[C@H](C)[C@@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](C)C(=O)N)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C)C(=O)N[C@@H](C)C(=O)N)NC(=O)C	CCC(C)C(C(=O)NC(CSSCC(C(=O)NC(C)C(=O)N)NC(=O)C(C(C)CC)NC(=O)C)C(=O)NC(C)C(=O)N)NC(=O)C
pepconf-dlc	274	CC(C)C[C@@H](C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CCSC)C(=O)NC(CCSC)C(=O)N)NC(=O)C
pepconf-dlc	56	CC(=O)NCC(=O)N1CCC[C@H]1C(=O)N	CC(=O)NCC(=O)N1CCCC1C(=O)N
pepconf-dlc	75	C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)C)O	CC(C(C(=O)N)NC(=O)C(Cc1ccccc1)NC(=O)C)O
pepconf-dlc	51	CC[C@H](C)[C@@H](C(=O)N[C@@H](CO)C(=O)N)NC(=O)C	CCC(C)C(C(=O)NC(CO)C(=O)N)NC(=O)C
pepconf-dlc	543	CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CCC(=O)N)C(=O)NC(Cc1ccc(cc1)O)C(=O)N)NC(=O)C
pepconf-dlc	176	CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)C	CC(C)CC(C(=O)N)NC(=O)C(CCSC)NC(=O)C(CC(C)C)NC(=O)C
pepconf-dlc	534	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	307	CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)N)NC(=O)C
pepconf-dlc	297	CC(C)C[C@@H](C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)[C@H](CCSC)NC(=O)C	CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)C(CCSC)NC(=O)C
pepconf-dlc	87	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N	CC(=O)N1CCCC1C(=O)NC(Cc2ccc(cc2)O)C(=O)N
pepconf-dlc	47	CC(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CC(=O)[O-])C(=O)N	CC(=O)NC(CC(=O)[O-])C(=O)NC(CC(=O)[O-])C(=O)N
pepconf-dlc	33	C1C[C@@H]2C(=O)N3CCC[C@H]3C(=O)N4CCC[C@H]4C(=O)N5CCC[C@@H]5C(=O)N2C1	C1CC2C(=O)N3CCCC3C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N2C1
pepconf-dlc	60	CC(=O)N[C@@H](CC(=O)[O-])C(=O)N1CCC[C@H]1C(=O)N	CC(=O)NC(CC(=O)[O-])C(=O)N1CCCC1C(=O)N
pepconf-dlc	790	CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CNC=N1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N)NC(=O)[C@H](Cc4ccc(cc4)O)NC(=O)[C@H](C(C)C)NC(=O)C	CCC(C)C(C(=O)NC(CC1=CNC=N1)C(=O)N2CCCC2C(=O)NC(Cc3ccccc3)C(=O)N)NC(=O)C(Cc4ccc(cc4)O)NC(=O)C(C(C)C)NC(=O)C
pepconf-dlc	217	CC(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)N)NC(=O)[C@H](CC1=CNc2c1cccc2)NC(=O)C)C(=O)NCC(=O)N	CC(=O)NC(CCC(=O)[O-])C(=O)NC(CSSCC(C(=O)NCC(=O)N)NC(=O)C(CC1=CNc2c1cccc2)NC(=O)C)C(=O)NCC(=O)N
pepconf-dlc	312	CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C	CC(C)CC(C(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C
pepconf-dlc	274	CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CCC(=O)N)C(=O)NC(CC1=CNC=N1)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	363	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	178	CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(Cc1ccc(cc1)O)C(=O)N)NC(=O)C
pepconf-dlc	662	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCSC)C(=O)NC(Cc3ccc(cc3)O)C(=O)N
pepconf-dlc	211	CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CCCC[NH3+])NC(=O)C	CC(C)CC(C(=O)N)NC(=O)C(CCCC[NH3+])NC(=O)C
pepconf-dlc	73	C[C@@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](C(=O)N1)Cc4ccccc4)C)Cc5ccccc5	CC1C(=O)NCC(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NCC(=O)N3CCCC3C(=O)NC(C(=O)N1)Cc4ccccc4)C)Cc5ccccc5
pepconf-dlc	98	C[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N1)Cc4ccccc4	CC1C(=O)N2CCCC2C(=O)NC(C(=O)N3CCCC3C(=O)N1)Cc4ccccc4
pepconf-dlc	70	CC[C@H](C)[C@@H](C(=O)N)NC(=O)[C@H](CSSC[C@@H](C(=O)N1CCC[C@H]1C(=O)N)NC(=O)[C@H](C)NC(=O)C)NC(=O)[C@H](CCCC[NH3+])NC(=O)C	CCC(C)C(C(=O)N)NC(=O)C(CSSCC(C(=O)N1CCCC1C(=O)N)NC(=O)C(C)NC(=O)C)NC(=O)C(CCCC[NH3+])NC(=O)C
pepconf-dlc	155	CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CCC(=O)[O-])NC(=O)C	CC(C)CC(C(=O)N)NC(=O)C(CCC(=O)[O-])NC(=O)C
pepconf-dlc	218	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC2=CNc3c2cccc3)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CNc3c2cccc3)C(=O)N
pepconf-dlc	422	CC(C)C[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(=O)[O-])C(=O)N)NC(=O)C	CC(C)CC(C(=O)N1CCCC1C(=O)NC(Cc2ccccc2)C(=O)NC(Cc3ccccc3)C(=O)NC(CC(=O)[O-])C(=O)N)NC(=O)C
pepconf-dlc	297	CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	535	CC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CCSC)C(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	755	CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CCC(=O)N)C(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	869	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC4=CNc5c4cccc5)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)N3CCCC3C(=O)NC(CC4=CNc5c4cccc5)C(=O)N
pepconf-dlc	45	CN1CC(=O)NCC(=O)N[C@H](C(=O)N2CCC[C@H]2C1=O)Cc3ccccc3	CN1CC(=O)NCC(=O)NC(C(=O)N2CCCC2C1=O)Cc3ccccc3
pepconf-dlc	392	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CC1=CNC=N1)C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)C
pepconf-dlc	582	CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)C)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(Cc1ccccc1)C(=O)NC(CSSCC(C(=O)NC(CCSC)C(=O)N)NC(=O)C(Cc2ccccc2)NC(=O)C)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	394	CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CCC(=O)N)C(=O)NC(CC1=CNC=N1)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	420	CC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CNC=N3)C(=O)N	CC(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(CC3=CNC=N3)C(=O)N
pepconf-dlc	298	CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CCC(=O)O)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	275	CC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CCSC)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	60	CC(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CS)C(=O)N	CC(=O)NC(CCCNC(=[NH2+])N)C(=O)NC(CS)C(=O)N
pepconf-dlc	146	CC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	851	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)N[C@@H](CC4=CNC=N4)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(Cc3ccc(cc3)O)C(=O)NC(CC4=CNC=N4)C(=O)N
pepconf-dlc	150	CC(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CCCNC(=[NH2+])N)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	182	CC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	139	CC(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CO)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	17	CC(=O)N[C@@H](CO)C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](CS)C(=O)N)NC(=O)[C@H](CO)NC(=O)C)C(=O)N[C@@H](CS)C(=O)N	CC(=O)NC(CO)C(=O)NC(CSSCC(C(=O)NC(CS)C(=O)N)NC(=O)C(CO)NC(=O)C)C(=O)NC(CS)C(=O)N
pepconf-dlc	85	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	336	CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	693	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CC3=CNC=N3)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	513	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CCSC)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	188	CC(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N1CCC[C@H]1C(=O)N	CC(=O)NC(CCCNC(=[NH2+])N)C(=O)N1CCCC1C(=O)N
pepconf-dlc	706	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CC3=CNc4c3cccc4)C(=O)N[C@@H](CC5=CNC=N5)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CC3=CNc4c3cccc4)C(=O)NC(CC5=CNC=N5)C(=O)N
pepconf-dlc	235	CC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N	CC(=O)NC(CCCC[NH3+])C(=O)NC(Cc1ccc(cc1)O)C(=O)N
pepconf-dlc	62	C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CC1=CNC=N1)NC(=O)C)O	CC(C(C(=O)N)NC(=O)C(CC1=CNC=N1)NC(=O)C)O
pepconf-dlc	215	CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CCC(=O)N)C(=O)NC(CCSC)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	238	CC(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N	CC(=O)NC(CCCNC(=[NH2+])N)C(=O)NC(Cc1ccccc1)C(=O)N
pepconf-dlc	309	CC(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CC1=CNC=N1)C(=O)N	CC(=O)NC(CCC(=O)[O-])C(=O)NC(CC1=CNC=N1)C(=O)N
pepconf-dlc	295	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CNc3c2cccc3)C(=O)N4CCC[C@H]4C(=O)N	CC(=O)N1CCCC1C(=O)NC(CC2=CNc3c2cccc3)C(=O)N4CCCC4C(=O)N
